Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Wirral,E08000015,Upper tier local authority,2020-04-11,35,NA,NA,587,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-11,27,NA,NA,504,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-11,10,NA,NA,387,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-11,40,NA,NA,935,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-11,16,NA,NA,316,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-11,26,NA,NA,340,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-11,14,NA,NA,385,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-11,7,NA,NA,285,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-11,26,NA,NA,498,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-11,10,NA,NA,373,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-11,5,NA,NA,289,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-11,23,NA,NA,385,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-11,41,NA,NA,700,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-11,19,NA,NA,281,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-11,30,NA,NA,410,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-11,3,NA,NA,205,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-11,7,NA,NA,233,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-11,39,NA,NA,421,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-11,14,NA,NA,303,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-11,9,NA,NA,240,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-11,16,NA,NA,252,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-11,13,NA,NA,299,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-11,8,NA,NA,246,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-11,15,NA,NA,439,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-11,29,NA,NA,434,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-11,51,NA,NA,697,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-11,2,NA,NA,53,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-11,7,NA,NA,265,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-11,13,NA,NA,183,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-11,8,NA,NA,233,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-11,14,NA,NA,312,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-11,3,NA,NA,179,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-11,9,NA,NA,157,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-11,12,NA,NA,242,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-11,9,NA,NA,202,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-11,9,NA,NA,166,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-11,9,NA,NA,120,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-11,18,NA,NA,401,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-11,8,NA,NA,199,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-11,4,NA,NA,220,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-11,16,NA,NA,397,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-11,2,NA,NA,111,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-11,17,NA,NA,186,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-11,1,NA,NA,99,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-11,1,NA,NA,143,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-11,6,NA,NA,218,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-11,7,NA,NA,124,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-11,26,NA,NA,350,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-11,10,NA,NA,134,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-11,11,NA,NA,200,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-11,2,NA,NA,133,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-11,6,NA,NA,108,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-11,12,NA,NA,307,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-11,17,NA,NA,388,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-11,13,NA,NA,366,NA,NA
York,E06000014,Upper tier local authority,2020-04-11,3,NA,NA,129,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-11,16,NA,NA,121,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-11,5,NA,NA,78,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-11,6,NA,NA,228,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-11,14,NA,NA,137,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-11,15,NA,NA,163,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-11,10,NA,NA,166,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-11,17,NA,NA,351,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-11,11,NA,NA,211,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-11,9,NA,NA,134,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-11,11,NA,NA,211,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-11,16,NA,NA,174,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-11,15,NA,NA,288,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-11,4,NA,NA,82,NA,NA
England,E92000001,Nation,2020-04-10,3476,3475,1,71534,71465,69
South West,E12000009,Region,2020-04-10,234,NA,NA,3375,NA,NA
South East,E12000008,Region,2020-04-10,568,NA,NA,9632,NA,NA
London,E12000007,Region,2020-04-10,575,NA,NA,18261,NA,NA
East of England,E12000006,Region,2020-04-10,313,NA,NA,5991,NA,NA
West Midlands,E12000005,Region,2020-04-10,377,NA,NA,7533,NA,NA
East Midlands,E12000004,Region,2020-04-10,173,NA,NA,4115,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-10,287,NA,NA,5150,NA,NA
North West,E12000002,Region,2020-04-10,549,NA,NA,10786,NA,NA
North East,E12000001,Region,2020-04-10,245,NA,NA,4004,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-10,31,NA,NA,652,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-10,26,NA,NA,634,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-10,30,NA,NA,661,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-10,82,NA,NA,1549,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-10,33,NA,NA,475,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-10,60,NA,NA,915,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-10,16,NA,NA,205,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-10,70,NA,NA,915,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-10,18,NA,NA,664,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-10,24,NA,NA,457,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-10,27,NA,NA,709,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-10,48,NA,NA,643,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-10,29,NA,NA,454,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-10,27,NA,NA,523,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-10,71,NA,NA,1541,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-10,126,NA,NA,1667,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-10,77,NA,NA,1492,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-10,83,NA,NA,1631,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-10,63,NA,NA,662,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-10,57,NA,NA,1540,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-10,18,NA,NA,337,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-10,28,NA,NA,372,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-10,26,NA,NA,736,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-10,34,NA,NA,1232,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-10,24,NA,NA,424,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-10,26,NA,NA,499,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-10,9,NA,NA,489,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-10,30,NA,NA,741,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-10,16,NA,NA,528,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-10,15,NA,NA,478,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-10,14,NA,NA,432,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-10,30,NA,NA,949,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-10,8,NA,NA,280,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-10,11,NA,NA,501,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-10,24,NA,NA,742,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-10,12,NA,NA,491,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-10,8,NA,NA,684,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-10,16,NA,NA,886,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-10,10,NA,NA,297,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-10,11,NA,NA,370,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-10,4,NA,NA,328,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-10,16,NA,NA,484,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-10,20,NA,NA,511,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-10,26,NA,NA,445,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-10,27,NA,NA,657,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-10,11,NA,NA,423,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-10,16,NA,NA,388,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-10,14,NA,NA,489,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-10,14,NA,NA,467,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-10,25,NA,NA,551,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-10,45,NA,NA,743,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-10,25,NA,NA,990,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-10,10,NA,NA,431,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-10,23,NA,NA,756,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-10,40,NA,NA,1020,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-10,14,NA,NA,423,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-10,21,NA,NA,954,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-10,10,NA,NA,320,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-10,33,NA,NA,427,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-10,14,NA,NA,309,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-10,47,NA,NA,635,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-10,12,NA,NA,322,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-10,11,NA,NA,141,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-10,18,NA,NA,414,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-10,25,NA,NA,450,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-10,21,NA,NA,565,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-10,23,NA,NA,348,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-10,36,NA,NA,566,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-10,28,NA,NA,443,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-10,15,NA,NA,403,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-10,65,NA,NA,1870,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-10,37,NA,NA,630,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-10,18,NA,NA,217,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-10,8,NA,NA,298,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-10,29,NA,NA,570,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-10,57,NA,NA,1306,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-10,22,NA,NA,351,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-10,4,NA,NA,230,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-10,25,NA,NA,336,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-10,30,NA,NA,552,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-10,14,NA,NA,477,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-10,11,NA,NA,377,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-10,34,NA,NA,895,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-10,12,NA,NA,300,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-10,17,NA,NA,314,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-10,22,NA,NA,371,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-10,10,NA,NA,278,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-10,33,NA,NA,472,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-10,22,NA,NA,363,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-10,14,NA,NA,284,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-10,27,NA,NA,362,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-10,33,NA,NA,659,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-10,16,NA,NA,262,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-10,28,NA,NA,380,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-10,12,NA,NA,202,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-10,22,NA,NA,226,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-10,24,NA,NA,382,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-10,18,NA,NA,289,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-10,16,NA,NA,231,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-10,5,NA,NA,236,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-10,12,NA,NA,286,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-10,6,NA,NA,238,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-10,25,NA,NA,424,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-10,28,NA,NA,405,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-10,56,NA,NA,646,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-10,5,NA,NA,51,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-10,9,NA,NA,258,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-10,9,NA,NA,170,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-10,11,NA,NA,225,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-10,17,NA,NA,298,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-10,16,NA,NA,176,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-10,2,NA,NA,148,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-10,14,NA,NA,230,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-10,14,NA,NA,193,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-10,13,NA,NA,157,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-10,4,NA,NA,111,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-10,23,NA,NA,383,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-10,4,NA,NA,191,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-10,10,NA,NA,216,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-10,22,NA,NA,381,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-10,4,NA,NA,109,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-10,14,NA,NA,169,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-10,5,NA,NA,98,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-10,13,NA,NA,142,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-10,6,NA,NA,212,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-10,4,NA,NA,117,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-10,18,NA,NA,324,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-10,16,NA,NA,124,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-10,24,NA,NA,189,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-10,7,NA,NA,131,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-10,6,NA,NA,102,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-10,13,NA,NA,295,NA,NA
Rutland,E06000017,Upper tier local authority,2020-04-10,1,NA,NA,10,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-10,20,NA,NA,371,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-10,12,NA,NA,353,NA,NA
York,E06000014,Upper tier local authority,2020-04-10,6,NA,NA,126,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-10,3,NA,NA,105,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-10,4,NA,NA,73,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-10,22,NA,NA,222,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-10,18,NA,NA,123,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-10,16,NA,NA,148,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-10,12,NA,NA,156,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-10,28,NA,NA,334,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-10,12,NA,NA,200,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-10,4,NA,NA,125,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-10,6,NA,NA,200,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-10,9,NA,NA,158,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-10,17,NA,NA,273,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-10,4,NA,NA,78,NA,NA
England,E92000001,Nation,2020-04-09,3924,3926,-2,68058,67990,68
South West,E12000009,Region,2020-04-09,245,NA,NA,3141,NA,NA
South East,E12000008,Region,2020-04-09,516,NA,NA,9064,NA,NA
London,E12000007,Region,2020-04-09,770,NA,NA,17686,NA,NA
East of England,E12000006,Region,2020-04-09,318,NA,NA,5678,NA,NA
West Midlands,E12000005,Region,2020-04-09,362,NA,NA,7156,NA,NA
East Midlands,E12000004,Region,2020-04-09,231,NA,NA,3942,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-09,299,NA,NA,4863,NA,NA
North West,E12000002,Region,2020-04-09,699,NA,NA,10237,NA,NA
North East,E12000001,Region,2020-04-09,314,NA,NA,3759,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-09,39,NA,NA,621,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-09,38,NA,NA,608,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-09,40,NA,NA,631,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-09,64,NA,NA,1467,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-09,27,NA,NA,442,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-09,57,NA,NA,855,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-09,13,NA,NA,189,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-09,60,NA,NA,845,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-09,52,NA,NA,646,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-09,26,NA,NA,433,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-09,33,NA,NA,682,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-09,53,NA,NA,595,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-09,22,NA,NA,425,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-09,34,NA,NA,496,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-09,103,NA,NA,1470,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-09,116,NA,NA,1541,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-09,78,NA,NA,1415,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-09,73,NA,NA,1548,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-09,41,NA,NA,599,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-09,63,NA,NA,1483,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-09,27,NA,NA,319,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-09,21,NA,NA,344,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-09,36,NA,NA,710,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-09,69,NA,NA,1198,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-09,30,NA,NA,400,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-09,22,NA,NA,473,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-09,19,NA,NA,480,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-09,24,NA,NA,711,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-09,25,NA,NA,512,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-09,15,NA,NA,463,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-09,22,NA,NA,418,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-09,41,NA,NA,919,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-09,9,NA,NA,272,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-09,30,NA,NA,490,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-09,33,NA,NA,718,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-09,22,NA,NA,479,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-09,32,NA,NA,676,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-09,30,NA,NA,870,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-09,19,NA,NA,287,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-09,18,NA,NA,359,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-09,11,NA,NA,324,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-09,24,NA,NA,468,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-09,32,NA,NA,491,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-09,25,NA,NA,419,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-09,31,NA,NA,630,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-09,20,NA,NA,412,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-09,10,NA,NA,372,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-09,16,NA,NA,475,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-09,18,NA,NA,453,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-09,30,NA,NA,526,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-09,30,NA,NA,698,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-09,43,NA,NA,965,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-09,17,NA,NA,421,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-09,31,NA,NA,733,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-09,28,NA,NA,980,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-09,16,NA,NA,409,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-09,34,NA,NA,933,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-09,15,NA,NA,310,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-09,36,NA,NA,394,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-09,13,NA,NA,295,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-09,42,NA,NA,588,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-09,15,NA,NA,310,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-09,6,NA,NA,130,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-09,28,NA,NA,396,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-09,19,NA,NA,425,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-09,32,NA,NA,544,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-09,19,NA,NA,325,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-09,25,NA,NA,530,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-09,13,NA,NA,415,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-09,25,NA,NA,388,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-09,61,NA,NA,1805,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-09,47,NA,NA,593,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-09,12,NA,NA,199,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-09,16,NA,NA,290,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-09,41,NA,NA,541,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-09,53,NA,NA,1249,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-09,20,NA,NA,329,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-09,25,NA,NA,226,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-09,19,NA,NA,311,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-09,40,NA,NA,522,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-09,33,NA,NA,463,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-09,21,NA,NA,366,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-09,66,NA,NA,861,NA,NA
